iter	Passed	Remaining
1665	136009	680374
1666	136094	680308
1667	136174	680217
1668	136254	680127
1669	136337	680054
1670	136418	679968
1671	136499	679885
1672	136582	679810
1673	136665	679734
1674	136747	679654
1675	136831	679585
1676	136916	679520
1677	137000	679452
1678	137091	679414
1679	137173	679335
1680	137254	679251
1681	137341	679196
1682	137425	679124
1683	137508	679050
1684	137594	678989
1685	137678	678917
1686	137762	678852
1687	137845	678774
1688	137930	678710
1689	138022	678678
1690	138108	678618
1691	138190	678538
1692	138272	678456
1693	138356	678387
1694	138437	678301
1695	138518	678218
1696	138600	678137
1697	138680	678048
1698	138762	677966
1699	138842	677878
1700	138925	677802
1701	139006	677719
1702	139094	677665
1703	139175	677580
1704	139257	677499
1705	139340	677426
1706	139422	677346
1707	139503	677261
1708	139585	677183
1709	139668	677104
1710	139749	677022
1711	139829	676931
1712	139909	676842
1713	139990	676755
1714	140078	676703
1715	140159	676620
1716	140241	676539
1717	140325	676468
1718	140405	676378
1719	140485	676292
1720	140566	676207
1721	140651	676138
1722	140731	676051
1723	140812	675966
1724	140893	675879
1725	140975	675798
1726	141062	675745
1727	141145	675666
1728	141227	675586
1729	141312	675522
1730	141393	675439
1731	141474	675352
1732	141555	675266
1733	141635	675178
1734	141717	675098
1735	141806	675052
1736	141888	674970
1737	141970	674890
1738	142056	674829
1739	142136	674739
1740	142220	674670
1741	142306	674609
1742	142389	674534
1743	142470	674448
1744	142551	674361
1745	142630	674269
1746	142711	674184
1747	142794	674109
1748	142876	674027
1749	142956	673935
1750	143041	673873
1751	143122	673788
1752	143206	673718
1753	143289	673638
1754	143371	673560
1755	143452	673473
1756	143541	673426
1757	143629	673377
1758	143711	673293
1759	143791	673207
1760	143871	673117
1761	143952	673029
1762	144036	672957
1763	144117	672877
1764	144199	672795
1765	144281	672713
1766	144364	672638
1767	144444	672550
1768	144527	672474
1769	144609	672394
1770	144691	672314
1771	144773	672232
1772	144853	672144
1773	144939	672080
1774	145028	672031
1775	145112	671960
1776	145194	671881
1777	145276	671800
1778	145359	671727
1779	145440	671641
1780	145520	671553
1781	145601	671466
1782	145681	671378
1783	145764	671301
1784	145865	671308
1785	145956	671269
1786	146049	671237
1787	146142	671210
1788	146230	671156
1789	146314	671086
1790	146394	670996
1791	146475	670910
1792	146560	670843
1793	146647	670783
1794	146728	670698
1795	146808	670612
1796	146889	670525
1797	146970	670440
1798	147056	670377
1799	147136	670289
1800	147217	670204
1801	147303	670139
1802	147384	670056
1803	147465	669969
1804	147543	669873
1805	147624	669785
1806	147708	669714
1807	147788	669625
1808	147868	669536
1809	147948	669448
1810	148034	669383
1811	148115	669298
1812	148196	669212
1813	148276	669124
1814	148359	669046
1815	148440	668961
1816	148520	668875
1817	148601	668788
1818	148681	668696
1819	148760	668606
1820	148841	668520
1821	148922	668433
1822	149005	668356
1823	149085	668271
1824	149165	668181
1825	149247	668097
1826	149329	668017
1827	149409	667929
1828	149490	667843
1829	149570	667756
1830	149651	667669
1831	149731	667579
1832	149812	667494
1833	149892	667407
1834	149974	667324
1835	150061	667265
